title,date,sentence
UFC Fight Night: de Randamie vs. Ladd,2019-07-13,"However, it was reported on June 19, that McMann pulled out of the bout citing an injury and she was replaced by The Ultimate Fighter: Team Rousey vs."
UFC Fight Night: de Randamie vs. Ladd,2019-07-13,"However on June 24, Day pulled out of the bout due to a knee surgery and was replaced by Vince Morales."
UFC Fight Night: de Randamie vs. Ladd,2019-07-13,He was replaced by promotional newcomer John Allan.
UFC Fight Night: de Ridder vs. Allen,2025-10-18,"However, Hernandez was forced to withdraw from the bout due to an undisclosed injury and was replaced by fellow former LFA Middleweight Champion Brendan Allen."
UFC Fight Night: dos Anjos vs. Alvarez,2016-07-07,He was replaced by promotional newcomer Belal Muhammad. 
UFC Fight Night: dos Anjos vs. Lee,2019-05-18,He was replaced by promotional newcomer Derrick Krantz. 
UFC Fight Night: dos Santos vs. Ivanov,2018-07-14,"However, on June 27, Vick was pulled from the bout to act as a replacement against former WSOF Lightweight Champion Justin Gaethje at UFC Fight Night: Gaethje vs."
UFC Fight Night: dos Santos vs. Tuivasa,2018-07-01,"He was replaced by promotional newcomer Damir Ismagulov, but Duffy pulled out of citing a rib injury."
UFC Fight Night: dos Santos vs. Tuivasa,2018-07-01,He was replaced by Elias Garcia.
UFC Fight Night: du Plessis vs. Usman,2026-07-18,"However, Ribas withdrew due to dizziness and was replaced by Tabatha Ricci."
UFC Fight Night: du Plessis vs. Usman,2026-07-18,"However, Hardy pulled out in early July after suffering a cut during training and was replaced by promotional newcomer Anna Melisano."
UFC Fight Night: du Plessis vs. Usman,2026-07-18,"However, Frye Jr. pulled out due to undisclosed reasons and was replaced by promotional newcomer RJ Harris."
UFC Live: Cruz vs. Johnson,2025-03-01,A replacement was being sought but this fight was scrapped.
UFC Live: Cruz vs. Johnson,2025-03-01,"Jeff Hougland was expected to face Mike Easton in a Bantamweight bout, but has been injured and replaced by UFC newcomer Byron Bloodworth."
UFC Live: Hardy vs. Lytle,2025-03-01,"The event was broadcast on Rogers Sportsnet and Versus. ==Background== Karlos Vemola was originally scheduled to face Stephan Bonnar in this event, but Bonnar was replaced by newcomer Ronny Markes after sustaining a training injury."
UFC Live: Hardy vs. Lytle,2025-03-01,"Paul Taylor was scheduled to face John Makdessi at this event, but Makdessi was forced from the bout with an injury and was replaced by Donald Cerrone."
UFC Live: Hardy vs. Lytle,2025-03-01,"In early July, Taylor had pulled out of his fight due to a broken foot and was replaced by Charles Oliveira."
UFC Live: Hardy vs. Lytle,2025-03-01,"Tom Lawlor was forced from his bout with Kyle Noke due to an injury during training, he was replaced by Ed Herman."
UFC Live: Hardy vs. Lytle,2025-03-01,"Leonard Garcia was expected to face Alex Caceres, but was forced out of the bout with an injury and replaced by newcomer Jimy Hettes."
UFC Live: Jones vs. Matyushenko,2025-03-01,Stevenson was replaced by Tyson Griffin.
UFC Live: Kongo vs. Barry,2025-03-01,"Grant, but was forced from the bout with an injury and replaced by Charlie Brenneman."
UFC Live: Kongo vs. Barry,2025-03-01,Without proper time to find a replacement the bout was scrapped.
UFC Live: Kongo vs. Barry,2025-03-01,"Anthony Johnson was expected to face Nate Marquardt in the main event, but was forced from the bout with a rotator cuff injury and replaced by Rick Story."
UFC Live: Kongo vs. Barry,2025-03-01,"Grant was removed from the card, stepped in to fight Rick Story, while the Pat Barry vs."
UFC Live: Kongo vs. Barry,2025-03-01,"Dana White subsequently announced that Marquardt would be cut from the UFC due to the seriousness of the failed medical clearance but because of Pennsylvania health privacy laws, White could not disclose the specifics of the case Martin Kampmann was expected to face John Howard, but was forced from the bout with an injury and replaced by Matt Brown."
UFC Live: Sanchez vs. Kampmann,2011-03-03,"Matt Brown was expected to face Mark Scanlon at the event, but Scanlon was forced off the card and was to be replaced by Matt Riddle."
UFC Live: Sanchez vs. Kampmann,2011-03-03,"Rafael Natal was to step in as his replacement, however on February 12, it was announced that Natal had pulled out of the bout due to a knee injury."
UFC Live: Sanchez vs. Kampmann,2011-03-03,"Natal was replaced by Chris Weidman, making his UFC debut at this event."
UFC Live: Sanchez vs. Kampmann,2011-03-03,"However, on January 18, Ferreira was dismissed from Chute Boxe, his home training camp, citing a ""lack of communication."" Less than an hour later, it was reported that Ferreira would not be competing after losing family and friends in the Brazilian floods, resulting in him being in ""no condition to train or fight."" and was replaced by David Branch."
UFC Live: Vera vs. Jones,2010-03-21,Shannon Gugerty stepped in as the replacement against Guida.
UFC Live: Vera vs. Jones,2010-03-21,Daniel Roberts came in as Johnson's replacement.
UFC Live: Vera vs. Jones,2010-03-21,Darren Elkins stepped in for the injured Fisher.
UFC Live: Vera vs. Jones,2010-03-21,Julio Paulino was Kimmons' replacement.
UFC on ABC: Emmett vs. Topuria,2023-06-24,"However, Martinez withdrew for unknown reasons and was replaced by Chepe Mariscal."
UFC on ABC: Emmett vs. Topuria,2023-06-24,"However, on June 15 it was announced that Soriano pulled out due to undisclosed reasons and was replaced by Cody Brundage."
UFC on ABC: Hill vs. Rountree Jr.,2025-06-21,"In turn, Horiguchi pulled out for undisclosed reasons and was replaced by Azat Maksum."
UFC on ABC: Holloway vs. Kattar,2021-01-16,He was replaced by newcomer Gaetano Pirrello and the bout took place four days later at UFC on ESPN: Chiesa vs.
UFC on ABC: Holloway vs. Kattar,2021-01-16,She was replaced by promotional newcomer Joselyne Edwards.
UFC on ABC: Holloway vs. Kattar,2021-01-16,He was replaced by Li Jingliang.
UFC on ABC: Holloway vs. Kattar,2021-01-16,He was replaced by Mounir Lazzez and the pairing took place at UFC on ESPN: Chiesa vs.
UFC on ABC: Ortega vs. Rodríguez,2022-07-16,"However, Fortino withdrew in early June for unknown reasons and was replaced by another former Invicta FC Strawweight Champion in Emily Ducote."
UFC on ABC: Rozenstruik vs. Almeida,2023-05-13,"However, Matthews withdrew from the bout due to injury and was replaced by The Return of The Ultimate Fighter: Team Volkanovski vs."
UFC on ABC: Sandhagen vs. Nurmagomedov,2024-08-03,"However, Al-Selwady withdrew from the fight due to an injury and was replaced by promotional newcomer Jordan Vucenic."
UFC on ABC: Vettori vs. Holland,2021-04-10,It was announced on April 1 that Kevin Holland would step in on 9 days notice to face Vettori.
UFC on ABC: Vettori vs. Holland,2021-04-10,"However, Cummings withdrew from the bout on March 11 due to undisclosed reasons and was replaced by Julian Marquez."
UFC on ABC: Vettori vs. Holland,2021-04-10,"However, Gamzatov was removed from the bout on March 24 due to alleged visa issues and replaced by William Knight."
UFC on ABC: Vettori vs. Holland,2021-04-10,"However, Malecki pulled out a week before the contest due to undisclosed reasons and was replaced by promotional newcomer Erin Blanchfield."
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,"However, Chimaev withdrew due to an illness and was replaced by Ikram Aliskerov, who was scheduled to fight a week earlier at UFC on ESPN: Perez vs."
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,He was replaced by promotional newcomer Joilton Lutterbach.
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,"In turn, Lutterbach was pulled out on June 19 by the anti-doping commission because of a substance found in his urine and replaced by Antonio Trócoli, who was scheduled to face Aliskerov a week earlier."
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,"However, Nurmagomedov pulled out due to undisclosed reasons and was replaced by Farid Basharat."
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,"However, Azaitar was replaced by Sedriques Dumas due to an injury."
UFC on ABC: Whittaker vs. Aliskerov,2024-06-22,He was replaced by Felipe Lima.
UFC on ABC: Whittaker vs. de Ridder,2025-07-26,"However, Temirov pulled out due to failing a drug test in early July and was replaced by Jose Ochoa. "
UFC on ESPN: Barboza vs. Chikadze,2021-08-28,Tresean Gore pulled out of the middleweight final against Bryan Battle due to a meniscus injury and was replaced by Gilbert Urbina.
UFC on ESPN: Barboza vs. Chikadze,2021-08-28,"However, Mazharov was removed from the event due to undisclosed reason and was replaced by Darren Stewart."
UFC on ESPN: Barboza vs. Chikadze,2021-08-28,She was replaced by promotional newcomer Vanessa Demopoulos.
UFC on ESPN: Barboza vs. Chikadze,2021-08-28,He was replaced by Mana Martinez.
UFC on ESPN: Barboza vs. Gaethje,2019-03-30,"In turn, it was reported that Grasso was pulled from the bout due to injury and replaced by former WSOF Women's Strawweight Champion Jessica Aguilar."
UFC on ESPN: Barboza vs. Gaethje,2019-03-30,"However, it was reported on March 13, that Liu was replaced by newcomer Kyler Phillips for an undisclosed reason."
UFC on ESPN: Barboza vs. Gaethje,2019-03-30,"In turn, Phillips was removed from the card on March 25 for undisclosed reasons and replaced by Casey Kenney."
UFC on ESPN: Blanchfield vs. Fiorot,2024-03-30,"However, Reyes pulled out due to deep vein thrombosis and was replaced by Alonzo Menifield."
UFC on ESPN: Blanchfield vs. Fiorot,2024-03-30,"However, Sabatini withdrew for unknown reasons and was replaced by Jamall Emmers."
UFC on ESPN: Blaydes vs. Daukaus,2022-03-26,"However, Jackson had to pull out of the bout and was replaced by Chris Gutiérrez."
UFC on ESPN: Blaydes vs. Daukaus,2022-03-26,"However, Murphy withdrew from the bout due to undisclosed reasons and was replaced by David Onama."
UFC on ESPN: Blaydes vs. Daukaus,2022-03-26,"However, Magomedov pulled out for unknown reasons and was replaced by Denis Tiuliulin."
UFC on ESPN: Blaydes vs. Volkov,2020-06-20,He was replaced by promotional newcomer Max Rohskopf.
UFC on ESPN: Blaydes vs. Volkov,2020-06-20,Promotional newcomer Justin Jaynes was tabbed as a replacement to face Camacho.
UFC on ESPN: Brunson vs. Holland,2021-03-20,"However, du Plessis pulled out due to visa issues and was replaced by Roman Dolidze."
UFC on ESPN: Brunson vs. Holland,2021-03-20,"However, Mayes was removed from the fight during the week leading up to the event for undisclosed reasons and was replaced by promotional newcomer Harry Hunsucker."
UFC on ESPN: Cannonier vs. Borralho,2024-08-24,"However, Silva withdrew due to injury and was replaced by Francis Marshall in a lightweight bout."
UFC on ESPN: Cannonier vs. Gastelum,2021-08-21,"However, on June 4, Costa withdrew from the bout for unknown reasons and was replaced by former interim title challenger and The Ultimate Fighter: Team Jones vs."
UFC on ESPN: Cannonier vs. Gastelum,2021-08-21,"However, just over a week before the event, Strader withdrew from the bout for unknown reasons and was replaced by Trevin Jones."
UFC on ESPN: Chiesa vs. Magny,2021-01-20,"Edwards had hoped to remain on the card against a replacement, but promotion officials intended to leave the pairing intact and reschedule it again for a later date in 2021."
UFC on ESPN: Chiesa vs. Magny,2021-01-20,"Yet again, Molina withdrew from the event at the end of December due to a positive COVID-19 test and was replaced by Su Mudaerji. *A light heavyweight bout between Vinicius Moreira and Isaac Villanueva. *A bantamweight rematch featuring Pedro Munhoz and Jimmie Rivera."
UFC on ESPN: Chiesa vs. Magny,2021-01-20,"In turn, Silva pulled out due to a fractured ulna and was replaced by fellow newcomer Manon Fiorot."
UFC on ESPN: Chiesa vs. Magny,2021-01-20,"However, Fitikefu was removed due to an elbow injury and replaced by Markus Perez."
UFC on ESPN: Covington vs. Buckley,2024-12-14,"However, Garry was pulled to fight Shavkat Rakhmonov at UFC 310 a week earlier and was replaced by former interim UFC Welterweight Champion Colby Covington."
UFC on ESPN: Covington vs. Buckley,2024-12-14,"Jandiroba in July, but Cortez was pulled from the contest in order to serve as a replacement against former two-time UFC Women's Strawweight Champion Rose Namajunas a week earlier at UFC on ESPN: Namajunas vs."
UFC on ESPN: Covington vs. Buckley,2024-12-14,"However, Cortez was forced to withdraw due to health issues that required her to have surgery and was replaced by former LFA Women's Flyweight Champion Jamey-Lyn Horth."
UFC on ESPN: Covington vs. Buckley,2024-12-14,"However, Nurmagomedov withdrew from the fight for unknown reasons and was replaced by Adrian Yañez."
UFC on ESPN: Covington vs. Lawler,2019-08-03,"However, Silva pulled out of the fight citing a lower back injury and was replaced by promotional newcomer Stefan Sekulić."
UFC on ESPN: Covington vs. Lawler,2019-08-03,He was replaced by promotional newcomer Cole Williams.
UFC on ESPN: Dariush vs. Tsarukyan,2023-12-02,"However, the week before the event, Hooker withdrew due to a broken arm and was replaced by Jalin Turner in a three round bout."
UFC on ESPN: Dolidze vs. Hernandez,2025-08-09,"However, Bueno Silva pulled out due to undisclosed reasons and was replaced by Priscila Cachoeira."
UFC on ESPN: Dolidze vs. Hernandez,2025-08-09,"However, Perez pulled out in mid-July due to undisclosed reasons and was replaced by Road to UFC Season 1 flyweight winner Park Hyun-sung."
UFC on ESPN: Dolidze vs. Hernandez,2025-08-09,Park one week prior to compete in the main event after the original opponent Amir Albazi had to withdraw due to injury and was replaced by Ode' Osbourne in a bantamweight bout. 
UFC on ESPN: Emmett vs. Murphy,2025-04-05,"However, Carnelossi withdrew from the fight due to an ankle injury and was replaced by Istela Nunes."
UFC on ESPN: Emmett vs. Murphy,2025-04-05,"However, Nzechukwu was removed from the event due to injury and replaced by current LFA Light Heavyweight Champion Uran Satybaldiev."
UFC on ESPN: Eye vs. Calvillo,2020-06-13,She was replaced by Gina Mazany. *A women's flyweight bout between former KSW Women's Flyweight Champion Ariane Lipski and Luana Carolina (originally scheduled for UFC on ESPN: Overeem vs.
UFC on ESPN: Eye vs. Calvillo,2020-06-13,She was replaced by Hannah Cifers.
UFC on ESPN: Eye vs. Calvillo,2020-06-13,"However, Benoit withdrew due to undisclosed reasons and was replaced by promotional newcomer Zarrukh Adashev, thus changing the contest to the bantamweight division."
UFC on ESPN: Eye vs. Calvillo,2020-06-13,"However, Borg withdrew from the event for personal reasons and was replaced by promotional newcomer Gustavo Lopez."
UFC on ESPN: Font vs. Aldo,2021-12-04,"However, Ruiz pulled out due to undisclosed reasons and was replaced by Cheyanne Vlismas."
UFC on ESPN: Font vs. Aldo,2021-12-04,He eventually pulled out in mid November and was replaced by Roman Dolidze.
UFC on ESPN: Font vs. Aldo,2021-12-04,"In turn, Dolidze was forced to pull out due to complications in his recovery from COVID-19 and was replaced by Chris Curtis."
UFC on ESPN: Font vs. Aldo,2021-12-04,He was replaced by Darian Weeks.
UFC on ESPN: Font vs. Aldo,2021-12-04,"However, Lins withdrew from the event due to undisclosed reasons and he was replaced by Jared Vanderaa, therefore changing the bout to heavyweight."
UFC on ESPN: Font vs. Vera,2022-04-30,"However, Alves withdrew from the event due to undisclosed reasons and was replaced by Grant Dawson."
UFC on ESPN: Font vs. Vera,2022-04-30,"However, Tafa withdrew from event due to undisclosed reasons was replaced by former UFC Heavyweight Champion Andrei Arlovski."
UFC on ESPN: Gamrot vs. Klein,2025-05-31,"However on May 20, Wells withdrew due to an injury and was replaced by Trevin Giles in a 180 pound catchweight bout."
UFC on ESPN: Gamrot vs. Klein,2025-05-31,"However, three days before the event, Mederos withdrew from the fight due to illness and was replaced by promotional newcomer Michael Aswell. "
UFC on ESPN: Hall vs. Strickland,2021-07-31,"Former Invicta FC Atomweight Champion Jinh Yu Frey was briefly expected to face promotional newcomer Istela Nunes, but the latter was forced to withdraw from the women's strawweight bout due to visa issues and was replaced by Ashley Yoder."
UFC on ESPN: Hall vs. Strickland,2021-07-31,"However, Ronderos was removed from the bout in early July and was replaced by Ryan Benoit."
UFC on ESPN: Hall vs. Strickland,2021-07-31,"However on July 18, Castaneda pulled out of the bout and was replaced by Trevin Jones."
UFC on ESPN: Hall vs. Strickland,2021-07-31,"However, Choi was forced to pull out of the bout due to an injury and was replaced by Kai Kamaka III."
UFC on ESPN: Hall vs. Strickland,2021-07-31,"In turn, Lazzez pulled out just a few days before the event due to visa issues and was replaced by Jared Gooden."
UFC on ESPN: Hermansson vs. Vettori,2020-12-05,He was replaced by Kevin Holland.
UFC on ESPN: Hermansson vs. Vettori,2020-12-05,"Marvin Vettori, who was expected to face former Strikeforce Middleweight Champion Ronaldo Souza a week later at UFC 256, served as his replacement."
UFC on ESPN: Hermansson vs. Vettori,2020-12-05,The UFC also opted to reschedule Holland as Vettori's replacement at UFC 256.
UFC on ESPN: Hermansson vs. Vettori,2020-12-05,He was replaced by Raoni Barcelos.
UFC on ESPN: Hermansson vs. Vettori,2020-12-05,"However, it was announced on November 18 that Moroz had to pull out and Montana De La Rosa would be her replacement."
UFC on ESPN: Holm vs. Aldana,2020-10-04,"However, Sosoli pulled out of the fight in late July citing an eye surgery and was replaced by Carlos Felipe."
UFC on ESPN: Holm vs. Aldana,2020-10-04,He was replaced by promotional newcomer Cameron Else.
UFC on ESPN: Holm vs. Aldana,2020-10-04,"A middleweight bout between Tom Breese and Roman Kopylov was originally scheduled for this event, but Kopylov was removed from the bout on September 27 due to undisclosed reasons and replaced by KB Bhullar."
UFC on ESPN: Kara-France vs. Albazi,2023-06-03,"However on April 28, Nascimento pulled out due to undisclosed reasons and was replaced by former LFA Flyweight Champion Victor Altamirano."
UFC on ESPN: Kara-France vs. Albazi,2023-06-03,"However, Klein pulled out on May 19 due to illness and was replaced by Jared Gordon."
UFC on ESPN: Kara-France vs. Albazi,2023-06-03,"In turn, Gordon was pulled from the bout on the week of the event after not being medically cleared and was replaced by promotional newcomer Jesse Butler."
UFC on ESPN: Kara-France vs. Albazi,2023-06-03,"However, Kutateladze withdrew from the bout due to visa issues and was replaced by Muhammad Naimov."
UFC on ESPN: Kara-France vs. Albazi,2023-06-03,"However, Mendonça withdrew from the bout citing an injury and was replaced by Muin Gafurov. "
UFC on ESPN: Kattar vs. Chikadze,2022-01-15,Yoder eventually withdrew due to undisclosed reasons and was replaced by Silvana Gomez Juarez.
UFC on ESPN: Kattar vs. Chikadze,2022-01-15,"However, Kakhramonov withdrew from the bout due to undisclosed reasons and was replaced by Kevin Croom, shifting the contest to the featherweight division. "
UFC on ESPN: Kattar vs. Emmett,2022-06-18,"However, Turman withdrew due to an orbital bone injury and was replaced by Gregory Rodrigues."
UFC on ESPN: Kattar vs. Ige,2020-07-16,He was replaced by promotional newcomer Khamzat Chimaev.
UFC on ESPN: Kattar vs. Ige,2020-07-16,They were replaced by Andreas Michailidis and Aaron Phillips respectively.
UFC on ESPN: Kattar vs. Ige,2020-07-16,"However, one day after the bout was announced, Feucht was removed from the event for unknown reasons and was replaced by Jorge Gonzalez."
UFC on ESPN: Lemos vs. Jandiroba,2024-07-20,He was replaced by Chepe Mariscal.
UFC on ESPN: Lemos vs. Jandiroba,2024-07-20,"Subsequently, Ige withdrew from this bout on the day of UFC 303 to serve as a replacement fighter at that event."
UFC on ESPN: Lemos vs. Jandiroba,2024-07-20,"However, Cortez was pulled from the contest in order to serve as a replacement against former two-time UFC Women's Strawweight Champion Rose Namajunas a week earlier at UFC on ESPN: Namajunas vs."
UFC on ESPN: Luque vs. Muhammad 2,2022-04-16,"However, Motta was removed from the event for undisclosed reasons and replaced by Brandon Jenkins."
UFC on ESPN: Luque vs. Muhammad 2,2022-04-16,"However, Lima announced his retirement from competition in early February and was replaced by André Fialho."
UFC on ESPN: Luque vs. Muhammad 2,2022-04-16,"However, Martinez withdrew from the event for unknown reasons and was replaced by Trey Ogden."
UFC on ESPN: Luque vs. Muhammad 2,2022-04-16,Muniz was also pulled after promotion wasn't able to find him a replacement.
UFC on ESPN: Luque vs. Muhammad 2,2022-04-16,He was replaced by Ange Loosa. 
UFC on ESPN: Luque vs. dos Anjos,2023-08-12,"However, Bolaños withdrew due to undisclosed reasons and was replaced by JP Buys."
UFC on ESPN: Luque vs. dos Anjos,2023-08-12,"However, Vannata pulled out in early August and was replaced by Terrance McKinney."
UFC on ESPN: Luque vs. dos Anjos,2023-08-12,"However, Hiestand pulled out in early August due to a medical issue and was replaced by Dana White's Contender Series alum Jose Johnson."
UFC on ESPN: Machado Garry vs. Prates,2025-04-26,"However, Ramirez withdrew from the fight due to an injury and was replaced by Evan Elder."
UFC on ESPN: Machado Garry vs. Prates,2025-04-26,"In turn, Hassanzada was removed from the event after being arrested on charges of alleged sexual assault and was replaced by promotional newcomer Gauge Young."
UFC on ESPN: Machado Garry vs. Prates,2025-04-26,"They were previously scheduled to compete in a short notice contest at UFC 313 in March, but the bout was scrapped hours before taking place as Castañeda suffered an undisclosed illness. "
UFC on ESPN: Makhachev vs. Moisés,2022-10-01,Burns eventually pulled out in early June due to a torn ACL and was replaced by Gabriel Benítez.
UFC on ESPN: Moreno vs. Erceg,2025-03-29,"However, due to Jauregui not wanting to face Barbosa, Barbosa replaced by former LFA Women's Strawweight Champion Julia Polastri in a strawweight bout."
UFC on ESPN: Moreno vs. Erceg,2025-03-29,"In turn, Jauregui withdrew from the bout due to an injury and was replaced by another former LFA strawweight champion in Loopy Godinez."
UFC on ESPN: Moreno vs. Erceg,2025-03-29,"However, Silva withdrew from the fight for undisclosed reasons and was replaced by Vinc Pichel."
UFC on ESPN: Moreno vs. Erceg,2025-03-29,"However, Brener withdrew from the fight and was replaced by former LFA Lightweight Champion Austin Hubbard."
UFC on ESPN: Moreno vs. Erceg,2025-03-29,"In turn, Zellhuber was pulled from the card due to injury and was replaced by MarQuel Mederos."
UFC on ESPN: Munhoz vs. Edgar,2020-08-22,"However, Gamzatov pulled out of the bout on August 13 due to undisclosed reasons and was replaced by Alonzo Menifield."
UFC on ESPN: Munhoz vs. Edgar,2020-08-22,"In turn, Gonzalez was removed from the card for undisclosed reasons and replaced by promotional newcomer Jordan Wright."
UFC on ESPN: Munhoz vs. Edgar,2020-08-22,"In turn, promotional newcomer Calen Born was announced as the replacement."
UFC on ESPN: Munhoz vs. Edgar,2020-08-22,"However, Striegl was removed from the fight on August 20 after testing positive for COVID-19 and replaced by Trevin Jones."
UFC on ESPN: Namajunas vs. Cortez,2024-07-13,"However, Barber withdrew from the bout, due to what was later revealed to be ongoing health problems, and was replaced by Tracy Cortez, who was scheduled to face Miranda Maverick one week later at UFC on ESPN: Lemos vs."
UFC on ESPN: Namajunas vs. Cortez,2024-07-13,"However, Duncan was replaced by Marquel Mederos due to undisclosed reasons."
UFC on ESPN: Namajunas vs. Cortez,2024-07-13,"He was replaced by Jean Silva, who just fought two weeks earlier at UFC 303."
UFC on ESPN: Namajunas vs. Cortez,2024-07-13,"However on July 5, Araújo pulled out for unknown reasons and was replaced by promotional newcomer Fatima Kline. "
UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,"However, an unknown reason saw Dolidze pull out of the fight on May 7 and he was replaced by Eryk Anders."
UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,"A bantamweight bout between Sergio Pettis and Ricardo Ramos was scheduled to take place at this event but, on June 15, it was reported that Pettis had pulled out of the bout for undisclosed reasons and had been replaced by newcomer Journey Newson."
UFC on ESPN: Ngannou vs. dos Santos,2019-06-29,He was replaced by promotional newcomer Dequan Townsend. 
UFC on ESPN: Nicolau vs. Perez,2024-04-27,"In turn, Kape pulled out due to a rib injury and was replaced by former UFC Flyweight Championship challenger Alex Perez."
UFC on ESPN: Nicolau vs. Perez,2024-04-27,"However, Jubli pulled out for unknown reasons and was replaced by Gabriel Benítez."
UFC on ESPN: Nicolau vs. Perez,2024-04-27,"However, Vannata pulled out for unknown reasons and was replaced by Gabriel Green."
UFC on ESPN: Nicolau vs. Perez,2024-04-27,Green was also withdrew from the bout for unknown reasons and he was replaced by newcomer Chris Padilla.
UFC on ESPN: Overeem vs. Harris,2020-05-16,"However, Davis was removed from the card on May 14 and replaced by promotional newcomer Irwin Rivera. "
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,He was replaced by Jairzinho Rozenstruik.
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,She was replaced by Marina Rodriguez.
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,She was replaced by another former Invicta FC Strawweight Champion Lívia Renata Souza.
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,"In turn, Souza pulled out of the fight a few weeks later and was replaced by promotional newcomer Mallory Martin."
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,"However on November 10, it was reported that Menifield pulled out of the event for an undisclosed reason and was replaced by Makhmud Muradov."
UFC on ESPN: Overeem vs. Rozenstruik,2019-12-07,He was replaced by Jacob Kilburn.
UFC on ESPN: Perez vs. Taira,2024-06-15,"Perez had originally been scheduled to face Tagir Ulanbekov, but he was pulled from that matchup to serve as a replacement and headline UFC on ESPN: Nicolau vs."
UFC on ESPN: Perez vs. Taira,2024-06-15,"Taira, meanwhile, had been slated to step in as a replacement at UFC 302 two weeks earlier against Joshua Van before being moved to the main event here."
UFC on ESPN: Perez vs. Taira,2024-06-15,He was replaced by Antonio Trócoli.
UFC on ESPN: Perez vs. Taira,2024-06-15,"In turn, the bout was scrapped during fight week as Aliskerov was pulled in order to serve as a replacement for Khamzat Chimaev against Robert Whittaker a week later in the main event of UFC on ABC: Whittaker vs."
UFC on ESPN: Poirier vs. Hooker,2020-06-27,"However, Heinisch pulled out of the matchup in mid-June citing injury and was replaced by promotional newcomer Kyle Daukaus."
UFC on ESPN: Poirier vs. Hooker,2020-06-27,"However, Nelson was pulled from the event due to a visa issue and replaced by Julian Erosa."
UFC on ESPN: Poirier vs. Hooker,2020-06-27,Promotional newcomer Jason Witt stepped in as a replacement to face Sato. 
UFC on ESPN: Reyes vs. Procházka,2021-05-01,"However, Tucker was tabbed as a short notice replacement to face Dan Ige at UFC Fight Night: Edwards vs."
UFC on ESPN: Reyes vs. Procházka,2021-05-01,"However, Kim pulled out of the fight on March 22 citing injury and was replaced by Mayra Bueno Silva."
UFC on ESPN: Reyes vs. Procházka,2021-05-01,"However in late March, Laramie pulled out of the fight due to undisclosed reasons and was replaced by Luke Sanders."
UFC on ESPN: Reyes vs. Procházka,2021-05-01,"However, Clark pulled out from the event citing an injury and was replaced by Dustin Jacoby."
UFC on ESPN: Reyes vs. Weidman,2019-10-18,He was replaced by Kevin Holland.
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Barnett withdrew due to unknown reason and was replaced by Mick Parkin."
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Todorović pulled out due to a serious knee injury and was replaced by A.J."
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Bannon pulled out for unknown reasons and was replaced by Julia Polastri."
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Tafa stepped in on short notice as a replacement for his brother Justin Tafa against Marcos Rogério de Lima at UFC 298 and was eventually unable to compete at this event after losing via TKO."
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,He was eventually replaced by Justin at this event.
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Miranda was replaced by Youssef Zalal for unknown reasons."
UFC on ESPN: Ribas vs. Namajunas,2024-03-23,"However, Grant withdrew due to injury and was replaced by former LFA Bantamweight Champion Miles Johns. "
UFC on ESPN: Rodriguez vs. Waterson,2021-05-08,"The pairing usually fights at strawweight, but due to the short notice of the booking, they met at a weight class above."
UFC on ESPN: Rodriguez vs. Waterson,2021-05-08,He was replaced by Malcolm Gordon and the new pairing is expected to take place at UFC Fight Night 192 instead.
UFC on ESPN: Rodriguez vs. Waterson,2021-05-08,He was replaced by Alex Morono.
UFC on ESPN: Royval vs. Kape,2025-12-13,"However, Lucindo withdrew due to an undisclosed injury and was replaced by former UFC Women's Strawweight Championship challenger Amanda Lemos."
UFC on ESPN: Royval vs. Kape,2025-12-13,"However, Baghdasaryan pulled out for undisclosed reasons and was replaced by promotional newcomer Isaac Thomson."
UFC on ESPN: Sandhagen vs. Dillashaw,2021-07-24,"However, Assunção suffered a biceps injury in late June and was replaced by Raulian Paiva."
UFC on ESPN: Sandhagen vs. Font,2023-08-05,He was replaced by Rob Font in a catchweight bout of 140 pounds.
UFC on ESPN: Sandhagen vs. Font,2023-08-05,"However on June 20, it was announced that Jandiroba pulled out due to a knee injury and was replaced by former UFC Women's Strawweight Champion Jéssica Andrade."
UFC on ESPN: Sandhagen vs. Font,2023-08-05,"However, Ulanbekov withdrew due to undisclosed reasons and was replaced by Cody Durden."
UFC on ESPN: Sandhagen vs. Font,2023-08-05,"However, Nurmagomedov withdrew for unknown reasons and was replaced by Raoni Barcelos."
